zone,last_update,value,percentage,population
DKI_JAKARTA,2020-08-06,7601,19.96,
JAWA_TIMUR,2020-08-06,5530,14.52,
JAWA_TENGAH,2020-08-06,3145,8.26,
SULAWESI_SELATAN,2020-08-06,2830,7.43,
JAWA_BARAT,2020-08-06,2527,6.64,
KALIMANTAN_SELATAN,2020-08-06,2449,6.43,
SUMATERA_UTARA,2020-08-06,2398,6.30,
PAPUA,2020-08-06,1637,4.30,
SUMATERA_SELATAN,2020-08-06,1416,3.72,
SULAWESI_UTARA,2020-08-06,1229,3.23,
NUSA_TENGGARA_BARAT,2020-08-06,722,1.90,
MALUKU_UTARA,2020-08-06,683,1.79,
KALIMANTAN_TIMUR,2020-08-06,580,1.52,
KALIMANTAN_TENGAH,2020-08-06,504,1.32,
GORONTALO,2020-08-06,478,1.26,
BALI,2020-08-06,428,1.12,
MALUKU,2020-08-06,418,1.10,
ACEH,2020-08-06,374,0.98,
BANTEN,2020-08-06,373,0.98,
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-06,286,0.75,
SULAWESI_TENGGARA,2020-08-06,271,0.71,
RIAU,2020-08-06,247,0.65,
SUMATERA_BARAT,2020-08-06,217,0.57,
KEPULAUAN_RIAU,2020-08-05,158,0.41,
PAPUA_BARAT,2020-08-06,143,0.38,
SULAWESI_BARAT,2020-08-06,109,0.29,
BENGKULU,2020-08-06,85,0.22,
LAMPUNG,2020-08-06,73,0.19,
JAMBI,2020-08-05,72,0.19,
KALIMANTAN_UTARA,2020-08-06,24,0.06,
NUSA_TENGGARA_TIMUR,2020-08-05,22,0.06,
KALIMANTAN_BARAT,2020-08-06,19,0.05,
SULAWESI_TENGAH,2020-08-05,16,0.04,
KEPULAUAN_BANGKA_BELITUNG,2020-08-05,13,0.03,
