zone,last_update,value,percentage,population
MALUKU_UTARA,2020-08-11,7,,885950
GORONTALO,2020-08-11,3,,1068216
KALIMANTAN_TIMUR,2020-08-11,3,,3439150
DKI_JAKARTA,2020-08-11,2,,11058944
KALIMANTAN_SELATAN,2020-08-11,2,,3215366
SULAWESI_UTARA,2020-08-11,2,,2154904
SUMATERA_SELATAN,2020-08-11,2,,7467555
BENGKULU,2020-08-11,1,,1248241
DAERAH_ISTIMEWA_YOGYAKARTA,2020-08-11,1,,3656108
JAWA_TIMUR,2020-08-11,1,,40531918
KEPULAUAN_RIAU,2020-08-11,1,,1744063
NATIONAL,2020-08-12,1,,245596822
NUSA_TENGGARA_BARAT,2020-08-11,1,,4736032
SUMATERA_UTARA,2020-08-11,1,,13181814
ACEH,2020-08-10,0,,3856404
BALI,2020-08-11,0,,4247341
BANTEN,2020-08-11,0,,10451189
JAMBI,2020-08-08,0,,3080619
JAWA_BARAT,2020-08-11,0,,45485037
JAWA_TENGAH,2020-08-11,0,,36461504
KALIMANTAN_BARAT,2020-08-11,0,,4641876
KALIMANTAN_TENGAH,2020-08-11,0,,2251078
KALIMANTAN_UTARA,2020-08-11,0,,560965
KEPULAUAN_BANGKA_BELITUNG,2020-08-10,0,,1330690
LAMPUNG,2020-08-11,0,,8455434
MALUKU,2020-08-11,0,,1054437
NUSA_TENGGARA_TIMUR,2020-08-11,0,,3096127
PAPUA,2020-08-11,0,,1740450
PAPUA_BARAT,2020-08-11,0,,735514
RIAU,2020-08-11,0,,5492714
SULAWESI_BARAT,2020-08-11,0,,1256533
SULAWESI_SELATAN,2020-08-11,0,,8340621
SULAWESI_TENGAH,2020-08-07,0,,2047415
SULAWESI_TENGGARA,2020-08-11,0,,1487542
SUMATERA_BARAT,2020-08-11,0,,5135071
