date,total_confirmed,confirmed,total_recover,recover,total_death,death,total_active,active
2020-03-01,0,0,0,0,0,0,0,0
2020-03-08,0,0,0,0,0,0,0,0
2020-03-15,0,0,0,0,0,0,0,0
2020-03-28,1,1,0,0,0,0,1,1
2020-04-04,1,0,0,0,0,0,1,0
2020-04-11,2,1,1,1,0,0,1,0
2020-04-18,4,2,2,1,0,0,2,1
2020-04-25,14,10,3,1,0,0,11,9
2020-05-02,41,27,4,1,0,0,37,26
2020-05-09,54,13,9,5,0,0,45,8
2020-05-16,88,34,13,4,3,3,72,27
2020-05-23,99,11,13,0,3,0,83,11
2020-05-30,146,47,27,14,6,3,113,30
2020-06-06,185,39,33,6,16,10,136,23
2020-06-13,301,116,40,7,21,5,240,104
2020-06-20,399,98,56,16,22,1,321,81
2020-06-27,707,308,99,43,30,8,578,257
2020-07-04,948,241,123,24,31,1,794,216
2020-07-11,1142,194,131,8,33,2,978,184
2020-07-18,1275,133,175,44,38,5,1062,84
2020-07-25,1409,134,264,89,43,5,1102,40
2020-07-29,1524,115,328,64,46,3,1150,48
